uniqueId,name,yearReleased,genre,publisher,developer,rating,naSales,euSales,jpSales,otherSales,globalSales,criticScore,criticCount,userScore,userCount
5464,Stormrise,2009,Strategy,Sega,Creative Assembly,M,0.0,0.02,0.0,0.0,0.02,42,15,4.9,22
5465,Story of Seasons,2014,Simulation,Nintendo,Marvelous AQL,E10+,0.0,0.14,0.27,0.01,0.42,76,39,8.2,54
5466,Stranger of Sword City,2015,Role-Playing,Nippon Ichi Software,Experience Inc.,T,0.02,0.0,0.0,0.01,0.04,71,24,8.0,30
5467,Stranglehold,2007,Shooter,Midway Games,Midway,M,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91
5468,Stranglehold,2007,Shooter,Midway Games,Midway,M,0.24,0.02,0.0,0.03,0.3,77,22,7.9,48
5469,Street Fighter Alpha 3,1998,Fighting,Virgin Interactive,Capcom,T,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46
5470,Street Fighter Alpha 3,2002,Fighting,Capcom,Crawfish Interactive,T,0.11,0.04,0.0,0.0,0.15,83,17,7.8,10
5471,Street Fighter Alpha 3 MAX,2006,Fighting,Capcom,Capcom,T,0.27,0.01,0.02,0.03,0.33,80,35,8.0,27
5472,Street Fighter Anniversary Collection,2004,Fighting,Capcom,Capcom,T,0.32,0.25,0.0,0.08,0.66,78,30,8.7,20
5473,Street Fighter Anniversary Collection,2004,Fighting,Capcom,Capcom,T,0.11,0.03,0.0,0.01,0.15,79,33,6.4,9
5474,Street Fighter EX3,2000,Fighting,Virgin Interactive,Arika,T,0.32,0.25,0.2,0.08,0.85,64,17,7.9,31
5475,Street Fighter IV,2009,Fighting,Capcom,Capcom,T,2.03,1.04,0.58,0.52,4.16,94,61,7.3,330
5476,Street Fighter IV,2009,Fighting,Capcom,Capcom,T,1.82,0.7,0.15,0.26,2.94,93,77,7.3,292
5477,Street Fighter V,2016,Fighting,Capcom,Capcom,T,0.4,0.28,0.08,0.14,0.9,77,80,3.4,1221
5478,Street Fighter V,2016,Fighting,Capcom,Capcom,T,0.0,0.05,0.0,0.0,0.06,74,33,2.9,431
5479,Street Fighter X Tekken,2012,Fighting,Capcom,Capcom,T,0.42,0.21,0.1,0.09,0.83,84,51,5.3,191
5480,Street Fighter X Tekken,2012,Fighting,Capcom,Capcom,T,0.31,0.1,0.03,0.04,0.47,83,45,4.4,177
5481,Street Fighter X Tekken,2012,Fighting,Capcom,Capcom,T,0.1,0.04,0.01,0.03,0.19,79,25,7.5,66
5482,Street Fighter X Tekken,2012,Fighting,Capcom,"Capcom, QLOC",T,0.0,0.02,0.0,0.0,0.02,79,8,6.4,134
5483,Street Hoops,2002,Sports,Activision,Black Ops Entertainment,T,0.21,0.06,0.0,0.01,0.28,58,22,8.0,4
5484,Street Jam Basketball,2004,Sports,Zoo Digital Publishing,Prograph,E,0.02,0.01,0.0,0.0,0.03,35,7,8.0,7
5485,Stretch Panic,2001,Platform,Midas Interactive Entertainment,Treasure,T,0.02,0.02,0.0,0.01,0.05,65,14,7.8,4
5486,Strider 2,2000,Platform,Virgin Interactive,Capcom,E,0.05,0.03,0.0,0.01,0.08,69,15,8.1,11
5487,Strike Force Bowling,2004,Sports,Play It,Lab Rats Games,E,0.3,0.24,0.0,0.08,0.62,48,14,6.8,4
5488,Strikers 1945,1998,Shooter,Midas Interactive Entertainment,Psikyo,E,0.07,0.05,0.0,0.01,0.12,63,5,8.2,6
5489,Stronghold,2001,Strategy,Gathering of Developers,FireFly Studios,T,0.0,0.09,0.0,0.02,0.11,81,19,8.9,224
5490,Stronghold 3,2011,Strategy,,FireFly Studios,T,0.06,0.1,0.0,0.0,0.16,47,29,3.0,350
5491,Stronghold Crusader Extreme,2008,Strategy,Gamecock,FireFly Studios,T,0.0,0.02,0.0,0.0,0.02,45,11,6.8,45
5492,Stronghold Kingdoms,2011,Strategy,DTP Entertainment,FireFly Studios,,0.0,0.1,0.0,0.01,0.11,75,4,4.9,89
5493,Stronghold Legends,2006,Strategy,Take-Two Interactive,FireFly Studios,T,0.0,0.01,0.0,0.0,0.02,57,19,7.2,44
5494,Stuart Little 3: Big Photo Adventure,2005,Platform,Sony Computer Entertainment,Magenta Software,E,0.04,0.03,0.0,0.01,0.08,71,5,7.7,7
5495,Stubbs the Zombie in Rebel Without a Pulse,2005,Action,THQ,Wideload Games Inc.,M,0.08,0.02,0.0,0.0,0.11,75,55,8.1,16
5496,Stunt GP,2001,Racing,Titus,Team 17,E,0.02,0.02,0.0,0.01,0.05,49,8,8.1,9
5497,Stuntman,2002,Racing,Atari,Reflections Interactive,T,0.76,0.59,0.0,0.2,1.55,71,37,5.7,36
5498,Stuntman: Ignition,2007,Racing,THQ,Paradigm Entertainment,T,0.25,0.31,0.0,0.07,0.64,75,38,7.3,31
5499,Stuntman: Ignition,2007,Racing,THQ,Paradigm Entertainment,T,0.17,0.26,0.0,0.1,0.52,76,18,6.2,12
5500,Stuntman: Ignition,2007,Racing,THQ,Paradigm Entertainment,T,0.13,0.1,0.0,0.03,0.27,71,8,6.4,8
5501,Style Savvy,2008,Simulation,Nintendo,syn Sophia,E,0.62,0.82,0.96,0.18,2.58,73,4,7.7,7
5502,Style Savvy: Trendsetters,2012,Simulation,Nintendo,syn Sophia,E,0.16,0.02,0.53,0.01,0.73,76,5,8.0,15
5503,Sudeki,2004,Role-Playing,Microsoft Game Studios,Climax Group,M,0.14,0.04,0.0,0.01,0.19,72,75,8.4,49
5504,Sudoku Mania,2006,Puzzle,Zoo Digital Publishing,FrontLine Studios,E,0.09,0.0,0.0,0.01,0.1,25,4,3.5,4
5505,Suikoden II,1998,Role-Playing,Konami Digital Entertainment,Konami,T,0.15,0.1,0.38,0.04,0.68,82,8,8.4,162
5506,Suikoden IV,2004,Role-Playing,Konami Digital Entertainment,KCET,T,0.17,0.13,0.3,0.05,0.66,63,44,7.3,47
5507,Suikoden Tactics,2005,Strategy,Konami Digital Entertainment,Konami,T,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17
5508,Suikoden Tierkreis,2008,Role-Playing,Konami Digital Entertainment,Konami,E10+,0.09,0.01,0.15,0.01,0.26,76,24,7.4,37
5509,Suikoden V,2006,Role-Playing,Konami Digital Entertainment,Konami,T,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109
5510,Summer Heat Beach Volleyball,2003,Sports,Acclaim Entertainment,Acclaim Studios Cheltenham,T,0.14,0.11,0.0,0.04,0.28,65,21,7.7,19
5511,Summer Sports: Paradise Island,2008,Sports,Ubisoft,Destineer,E,0.48,0.01,0.0,0.04,0.53,46,7,4.6,7
5512,Summoner,2000,Role-Playing,THQ,Volition Inc.,T,0.25,0.2,0.0,0.07,0.51,74,16,7.8,12
5513,Summoner 2,2002,Role-Playing,THQ,Volition Inc.,T,0.1,0.08,0.0,0.03,0.21,76,20,8.3,22
5514,Summon Night: Swordcraft Story,2003,Role-Playing,Banpresto,Flight-Plan,E10+,0.02,0.01,0.0,0.0,0.02,77,20,8.1,19
5515,Summon Night: Twin Age,2007,Role-Playing,Banpresto,Flight-Plan,E10+,0.07,0.0,0.05,0.01,0.13,73,21,7.2,11
5516,Summon Night 5,2013,Role-Playing,Namco Bandai Games,Felistella,T,0.0,0.0,0.15,0.0,0.15,74,7,8.3,6
5517,Sunny Garcia Surfing,2001,Sports,Ubisoft,Krome Studios,E,0.02,0.01,0.0,0.0,0.03,61,11,7.9,7
5518,Sunset Overdrive,2014,Shooter,Microsoft Game Studios,Insomniac Games,M,0.63,0.4,0.0,0.1,1.14,81,89,7.7,1137
5519,SuperCar Challenge,2009,Racing,System 3 Arcade Software,System 3,,0.0,0.03,0.0,0.01,0.03,65,23,7.8,11
5520,Supercar Street Challenge,2001,Racing,Activision,Exakt,E,0.55,0.43,0.0,0.14,1.12,57,15,7.6,9
5521,Superdimension Neptune vs Sega Hard Girls,2016,Role-Playing,Idea Factory International,Compile Heart,T,0.0,0.02,0.0,0.01,0.03,73,16,8.4,12
5522,Super Dragon Ball Z,2006,Fighting,Atari,Crafts & Meister,T,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21
5523,Super Dungeon Bros,2016,Action,Nordic Games,React Games,E10+,0.01,0.0,0.0,0.0,0.01,42,9,2.3,7
5524,Super Ghouls 'n Ghosts,2002,Platform,Capcom,Capcom,E,0.05,0.02,0.0,0.0,0.07,78,19,8.8,4
5525,Superman: Countdown to Apokolips,2003,Platform,Atari,Mistic Software,E,0.03,0.01,0.0,0.0,0.04,47,5,5.7,6
5526,Superman: Shadow of Apokolips,2002,Action,Atari,Atari,E,0.21,0.16,0.0,0.05,0.42,64,22,7.2,9
5527,Superman: Shadow of Apokolips,2003,Action,Atari,Atari,E,0.06,0.02,0.0,0.0,0.08,66,7,7.3,8
5528,Superman: The Man of Steel,2002,Action,Atari,Circus Freak,T,0.1,0.03,0.0,0.0,0.13,44,19,6.0,11
5529,Superman Returns,2006,Action,Electronic Arts,EA Tiburon,T,0.23,0.01,0.0,0.02,0.26,51,48,6.2,49
5530,Superman Returns,2006,Action,Electronic Arts,EA Tiburon,E,0.07,0.0,0.0,0.01,0.07,33,8,4.9,13
5531,Super Mario 3D Land,2011,Platform,Nintendo,Nintendo,E,4.89,3.0,2.14,0.78,10.81,90,82,8.4,921
5532,Super Mario 3D World,2013,Platform,Nintendo,Nintendo,E,2.11,1.16,0.73,0.32,4.32,93,83,9.0,1607
5533,Super Mario Advance,2001,Platform,Nintendo,Nintendo,E,3.14,1.24,0.91,0.2,5.49,84,19,7.8,41
5534,Super Mario Galaxy,2007,Platform,Nintendo,Nintendo,E,6.06,3.35,1.2,0.74,11.35,97,73,8.9,2147
5535,Super Mario Galaxy 2,2010,Platform,Nintendo,Nintendo EAD Tokyo,E,3.56,2.35,0.98,0.62,7.51,97,87,9.1,1854
5536,Super Mario Maker,2015,Platform,Nintendo,Nintendo,E,1.18,0.89,0.94,0.2,3.21,88,85,8.7,691
5537,Super Mario Strikers,2005,Sports,Nintendo,Next Level Games,E,0.98,0.38,0.2,0.04,1.61,76,39,8.7,55
5538,Super Mario Sunshine,2002,Platform,Nintendo,Nintendo,E,4.01,1.26,0.87,0.17,6.31,92,61,8.6,439
5539,Super Monkey Ball,2001,Puzzle,Atari,Amusement Vision,E,0.95,0.37,0.1,0.04,1.46,87,28,7.9,46
5540,Super Monkey Ball: Banana Blitz,2006,Misc,Sega,Sega,E,1.05,0.91,0.04,0.24,2.24,74,53,5.7,72
5541,Super Monkey Ball 2,2002,Puzzle,Atari,Amusement Vision,E,1.11,0.31,0.06,0.04,1.52,87,34,8.5,51
5542,Super Monkey Ball 3D,2011,Action,Sega,Sega,E,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31
5543,Super Monkey Ball Adventure,2006,Platform,Sega,TT Games,E,0.12,0.03,0.0,0.0,0.15,51,24,7.2,9
5544,Super Monkey Ball Adventure,2006,Platform,Sega,TT Games,E,0.05,0.02,0.0,0.01,0.08,56,23,5.9,7
5545,Super Monkey Ball Adventure,2006,Platform,Sega,TT Games,E,0.01,0.01,0.0,0.0,0.03,53,32,6.7,10
5546,Super Monkey Ball Deluxe,2005,Misc,Sega,Sega,E,0.12,0.09,0.0,0.03,0.24,78,25,7.7,13
5547,Super Monkey Ball Deluxe,2005,Misc,Sega,Sega,E,0.11,0.03,0.0,0.01,0.15,81,25,8.2,9
5548,Super Monkey Ball Jr.,2002,Puzzle,Atari,Realism Ltd,E,0.51,0.19,0.0,0.01,0.72,82,20,8.6,11
5549,Super Paper Mario,2007,Platform,Nintendo,Intelligent Systems,E,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417
5550,Super Princess Peach,2005,Platform,Nintendo,TOSE,E,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33
5551,Super Puzzle Fighter II Turbo,1996,Puzzle,Virgin Interactive,Capcom,E,0.08,0.05,0.0,0.01,0.14,83,9,7.4,5
5552,Super Robot Taisen OG Saga: Endless Frontier,2008,Role-Playing,Namco Bandai Games,Monolith Soft,T,0.07,0.0,0.0,0.01,0.08,73,22,9.0,22
5553,Super Scribblenauts,2010,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,E10+,1.06,0.29,0.0,0.11,1.46,81,53,8.2,46
5554,Super Smash Bros. Brawl,2008,Fighting,Nintendo,Game Arts,T,6.62,2.55,2.66,1.01,12.84,93,81,8.9,1662
5555,Super Smash Bros. Melee,2001,Fighting,Nintendo,HAL Labs,T,4.41,1.04,1.39,0.22,7.07,92,38,9.1,568
5556,Super Stardust Ultra VR,2016,Shooter,Sony Computer Entertainment,Sony Interactive Entertainment,E10+,0.0,0.01,0.0,0.0,0.01,66,13,6.2,13
5557,Superstars V8 Racing,2009,Racing,Black Bean Games,Milestone S.r.l,E,0.0,0.02,0.0,0.01,0.03,66,29,4.9,9
5558,Super Street Fighter II: Turbo Revival,2001,Fighting,Ubisoft,Capcom,T,0.18,0.07,0.0,0.0,0.25,84,17,7.4,10
5559,Super Street Fighter IV: 3D Edition,2011,Fighting,Capcom,Capcom,T,0.55,0.44,0.14,0.09,1.21,85,69,8.1,206
5560,Super Swing Golf,2006,Sports,Nintendo,"Tecmo, Ntreev Soft",E10+,0.14,0.01,0.07,0.01,0.22,72,44,7.8,15
5561,Supremacy MMA,2011,Fighting,505 Games,Kung Fu Factory,M,0.07,0.03,0.0,0.02,0.12,47,17,6.5,4
5562,Supremacy MMA,2011,Fighting,505 Games,Kung Fu Factory,M,0.05,0.02,0.0,0.01,0.08,49,17,6.2,11
5563,Supreme Commander,2007,Strategy,THQ,Gas Powered Games,E10+,0.0,0.04,0.0,0.01,0.05,86,44,8.3,263
5564,Supreme Commander,2008,Strategy,505 Games,Hellbent Games,E10+,0.07,0.01,0.0,0.01,0.09,56,24,5.7,19
5565,Supreme Commander: Forged Alliance,2007,Strategy,THQ,Gas Powered Games,E10+,0.01,0.02,0.0,0.0,0.04,81,35,8.9,219
5566,Supreme Commander 2,2010,Strategy,Square Enix,Gas Powered Games,E10+,0.23,0.09,0.0,0.03,0.34,75,28,7.1,23
5567,Supreme Commander 2,2010,Strategy,Square Enix,Gas Powered Games,E10+,0.0,0.15,0.0,0.04,0.19,77,54,6.2,803
5568,Supreme Ruler: Cold War,2011,Strategy,Paradox Interactive,BattleGoat Studios,RP,0.0,0.03,0.0,0.01,0.03,63,12,6.8,27
5569,Surf's Up,2007,Sports,Ubisoft,Ubisoft Quebec,E,0.26,0.0,0.0,0.02,0.28,56,5,7.0,4
5570,Surf's Up,2007,Sports,Ubisoft,Ubisoft,E10+,0.09,0.0,0.0,0.01,0.1,61,15,6.1,9
5571,Surf's Up,2007,Sports,Ubisoft,Ubisoft Montreal,E10+,0.03,0.0,0.0,0.0,0.04,59,8,5.1,7
5572,Surfing H3O,2000,Sports,Take-Two Interactive,Opus,E,0.12,0.1,0.0,0.03,0.25,46,15,4.6,8
5573,Suzuki TT Superbikes,2005,Racing,Jester Interactive,Jester Interactive,E,0.33,0.01,0.0,0.05,0.4,71,7,8.5,8
5574,SWAT: Global Strike Team,2003,Shooter,Vivendi Games,Argonaut Games,M,0.16,0.12,0.0,0.04,0.32,69,21,7.8,16
5575,SWAT: Global Strike Team,2003,Shooter,Vivendi Games,Argonaut Games,M,0.13,0.04,0.0,0.01,0.17,69,22,6.3,7
5576,SWAT: Target Liberty,2007,Shooter,Vivendi Games,3G Studios,T,0.03,0.0,0.0,0.0,0.04,50,26,7.7,9
5577,SWAT 4,2005,Shooter,Vivendi Games,Irrational Games,M,0.0,0.02,0.0,0.0,0.03,85,49,8.6,224
5578,Swingerz Golf,2002,Sports,Eidos Interactive,Telenet,E,0.06,0.02,0.0,0.0,0.08,72,11,9.3,4
5579,Sword Art Online: Hollow Fragment,2014,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.0,0.0,0.3,0.0,0.3,67,28,7.6,131
5580,Sword Art Online: Hollow Realization,2016,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.06,0.02,0.1,0.02,0.19,69,32,7.7,52
5581,Sword Art Online: Hollow Realization,2016,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.0,0.04,0.1,0.01,0.15,60,5,7.0,8
5582,Sword Art Online: Lost Song,2015,Role-Playing,Namco Bandai Games,"Bandai Namco Games, Artdink",T,0.06,0.04,0.23,0.03,0.36,70,4,7.1,27
5583,Sword Art Online: Lost Song,2015,Role-Playing,Namco Bandai Games,"Bandai Namco Games, Artdink",T,0.1,0.11,0.0,0.04,0.25,63,32,6.3,60
5584,Sword of Mana,2003,Role-Playing,Nintendo,Brownie Brown,E,0.31,0.11,0.3,0.02,0.74,72,31,8.3,25
5585,Syberia,2002,Action,Microids,Microids,T,0.0,0.02,0.0,0.0,0.03,82,26,8.5,235
5586,Syberia,2003,Action,Microids,Microids,T,0.08,0.02,0.0,0.0,0.1,72,17,7.0,5
5587,Syberia II,2004,Adventure,Ubisoft,Microids,T,0.02,0.01,0.0,0.0,0.03,71,7,8.7,6
5588,Syberia II,2004,Adventure,MC2 Entertainment,Microids,T,0.0,0.01,0.0,0.0,0.02,80,23,8.3,150
5589,Syndicate,2012,Shooter,Electronic Arts,Starbreeze,M,0.1,0.06,0.0,0.02,0.18,74,65,7.1,174
5590,Syndicate,2012,Shooter,EA Games,Starbreeze,M,0.07,0.06,0.0,0.02,0.14,75,29,6.5,106
5591,Syphon Filter: Dark Mirror,2006,Shooter,Sony Computer Entertainment,Sony Bend,M,0.26,0.01,0.0,0.03,0.29,87,58,9.0,118
5592,Syphon Filter: Dark Mirror,2007,Shooter,Sony Computer Entertainment,Sony Bend,T,0.14,0.11,0.0,0.04,0.28,70,24,7.8,12
5593,Syphon Filter: Logan's Shadow,2007,Shooter,Sony Computer Entertainment,Sony Bend,T,0.25,0.12,0.0,0.09,0.46,85,41,8.8,47
5594,Syphon Filter: The Omega Strain,2004,Shooter,Sony Computer Entertainment,Sony Bend,M,0.37,0.29,0.0,0.1,0.76,65,47,6.9,30
5595,Syphon Filter 3,2001,Shooter,Sony Computer Entertainment,Sony Bend,M,0.29,0.2,0.0,0.03,0.52,73,19,8.5,36
5596,Tactics Ogre: Let Us Cling Together,2010,Role-Playing,Square Enix,Square Enix,T,0.15,0.07,0.27,0.05,0.53,87,49,8.8,102
5597,Tactics Ogre: The Knight of Lodis,2001,Role-Playing,Nintendo,Quest,E,0.13,0.05,0.31,0.01,0.5,88,20,9.1,26
5598,Taiko Drum Master,2004,Misc,Namco Bandai Games,Namco,E,0.1,0.08,0.0,0.03,0.2,77,35,8.1,8
5599,Tak: The Great Juju Challenge,2005,Platform,THQ,Avalanche Software,E,0.12,0.03,0.0,0.0,0.15,75,17,9.3,4
5600,Tak 2: The Staff of Dreams,2004,Platform,THQ,Avalanche Software,E,0.3,0.24,0.0,0.08,0.62,71,31,8.0,10
5601,Tak 2: The Staff of Dreams,2004,Platform,THQ,Avalanche Software,E,0.26,0.07,0.0,0.01,0.33,75,22,8.6,8
5602,Tak and the Guardians of Gross,2008,Action,THQ,THQ,E10+,0.14,0.0,0.0,0.01,0.16,63,5,8.0,5
5603,Tak and the Power of Juju,2003,Platform,THQ,Avalanche Software,E,0.56,0.44,0.0,0.15,1.15,68,28,9.0,28
5604,Tak and the Power of Juju,2003,Platform,THQ,Avalanche Software,E,0.39,0.15,0.0,0.01,0.55,79,28,9.2,19
5605,Tak and the Power of Juju,2003,Platform,THQ,Avalanche Software,E,0.31,0.08,0.0,0.01,0.4,71,16,8.2,9
5606,Take On Helicopters,2011,Simulation,Unknown,Bohemia Interactive,T,0.0,0.02,0.0,0.01,0.03,70,10,6.7,28
5607,Tales of Destiny II,2000,Role-Playing,Namco Bandai Games,Namco,T,0.06,0.04,0.66,0.05,0.81,78,9,8.7,31
5608,Tales of Graces f,2010,Role-Playing,Namco Bandai Games,Namco Bandai Games,T,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336
5609,Tales of Legendia,2005,Role-Playing,Namco Bandai Games,Namco,T,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38
5610,Tales of Phantasia,2003,Role-Playing,Nintendo,Namco,E10+,0.08,0.03,0.17,0.01,0.29,76,29,8.1,24
5611,Tales of Symphonia,2003,Role-Playing,Nintendo,Namco,T,0.54,0.21,0.31,0.04,1.1,86,60,8.5,176
5612,Tales of Symphonia: Dawn of the New World,2008,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.21,0.04,0.24,0.02,0.52,68,46,7.1,93
5613,Tales of the Abyss,2005,Role-Playing,Namco Bandai Games,Namco,T,0.0,0.0,0.57,0.0,0.57,78,22,8.4,109
5614,Tales of the Abyss,2011,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.43,0.19,0.14,0.06,0.83,75,33,7.6,197
5615,Tales of the World: Radiant Mythology,2006,Role-Playing,Ubisoft,Alfa System,T,0.17,0.01,0.23,0.02,0.43,66,27,7.8,25
5616,Tales of Vesperia,2008,Role-Playing,Atari,Bandai Namco Games,T,0.32,0.17,0.19,0.05,0.74,79,67,8.2,264
5617,Tales of Xillia,2011,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.29,0.18,0.67,0.09,1.22,78,65,8.2,468
5618,Tales of Xillia 2,2012,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.2,0.12,0.45,0.07,0.84,71,59,7.9,216
5619,Tales of Zestiria,2015,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.17,0.15,0.02,0.06,0.4,72,59,6.8,315
5620,Tamagotchi Connection: Corner Shop,2005,Simulation,Atari,NanaOn-Sha,E,0.1,0.02,1.12,0.01,1.26,59,20,7.7,6
5621,Tank Beat,2006,Strategy,Midas Interactive Entertainment,MileStone Inc.,E10+,0.01,0.01,0.0,0.0,0.02,40,12,5.4,8
5622,Tao Feng: Fist of the Lotus,2003,Fighting,Microsoft Game Studios,Studio Gigante,M,0.21,0.06,0.0,0.01,0.27,65,32,6.5,8
5623,Target: Terror,2008,Shooter,Konami Digital Entertainment,Leviathan Games,M,0.06,0.0,0.0,0.01,0.07,33,19,2.7,16
5624,Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,Capcom,Eighting,T,0.3,0.15,0.03,0.05,0.53,85,62,8.8,85
5625,Taz Wanted,2002,Platform,Atari,Blitz Games,E,0.08,0.06,0.0,0.02,0.16,65,7,8.7,9
5626,Taz Wanted,2002,Platform,Atari,Blitz Games,E,0.06,0.02,0.0,0.0,0.08,61,5,7.0,5
5627,Tearaway,2013,Adventure,Sony Computer Entertainment Europe,Media Molecule,E,0.14,0.34,0.0,0.14,0.61,87,82,8.9,391
5628,Tearaway Unfolded,2015,Platform,Sony Computer Entertainment,Media Molecule,E,0.09,0.13,0.0,0.04,0.26,81,70,8.1,188
5629,Tears to Tiara II: Heir of the Overlord,2013,Role-Playing,Nippon Ichi Software,Aqua Plus,T,0.07,0.01,0.06,0.02,0.15,65,18,8.7,41
5630,Tecmo Bowl: Kickoff,2008,Sports,Tecmo Koei,Polygon Magic,E,0.11,0.0,0.0,0.01,0.11,66,21,7.3,8
5631,Teenage Mutant Ninja Turtles,2003,Action,Unknown,Konami,E,0.67,0.25,0.0,0.02,0.93,71,16,8.8,8
5632,Teenage Mutant Ninja Turtles,2003,Action,Konami Digital Entertainment,KCE Studios,E,0.45,0.35,0.0,0.12,0.92,59,29,8.7,31
5633,Teenage Mutant Ninja Turtles,2003,Action,Konami Digital Entertainment,Konami,E,0.26,0.07,0.0,0.01,0.34,57,25,8.0,8
5634,Teenage Mutant Ninja Turtles,2003,Action,Konami Digital Entertainment,Konami,E,0.22,0.06,0.0,0.01,0.3,56,22,8.4,9
5635,Teenage Mutant Ninja Turtles: Arcade Attack,2009,Action,Ubisoft,Ubisoft,E10+,0.12,0.0,0.0,0.01,0.13,36,8,4.8,4
5636,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,Activision,PlatinumGames,T,0.05,0.02,0.0,0.02,0.09,44,49,5.5,163
5637,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,Activision,PlatinumGames,T,0.03,0.01,0.0,0.0,0.04,55,14,6.0,38
5638,Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,Ubisoft,Game Arts,E10+,0.33,0.0,0.0,0.03,0.35,67,34,8.2,21
5639,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,Konami Digital Entertainment,KCE Studios,T,0.22,0.17,0.0,0.06,0.44,47,25,7.8,12
5640,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,Konami Digital Entertainment,Konami,T,0.15,0.04,0.0,0.01,0.19,49,16,4.6,7
5641,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,Konami Digital Entertainment,Konami,T,0.1,0.03,0.0,0.0,0.13,48,20,5.6,8
5642,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,Konami Digital Entertainment,KCE Studios,E10+,0.1,0.08,0.0,0.03,0.2,53,20,7.0,10
5643,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,Konami Digital Entertainment,Konami,E,0.05,0.0,0.0,0.0,0.06,58,10,7.0,5
5644,Teenage Zombies: Invasion of the Alien Brain Thingys,2008,Adventure,Ignition Entertainment,InLight Entertainment,E10+,0.03,0.0,0.0,0.0,0.04,67,30,8.2,29
5645,Teen Titans,2006,Action,THQ,Artificial Mind and Movement,E10+,0.25,0.07,0.0,0.01,0.33,63,11,6.9,11
5646,Teen Titans,2006,Action,THQ,Artificial Mind and Movement,E10+,0.12,0.1,0.0,0.03,0.25,56,12,8.6,17
5647,Tekken 2,1996,Fighting,Sony Computer Entertainment,Namco,T,2.26,1.89,1.36,0.23,5.74,89,8,8.9,102
5648,Tekken 3,1998,Fighting,Sony Computer Entertainment,Namco,T,3.27,2.22,1.4,0.29,7.16,96,15,9.1,367
5649,Tekken 3D: Prime Edition,2012,Fighting,Nintendo,Arika,T,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39
5650,Tekken 4,2002,Fighting,Namco Bandai Games,Namco,T,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126
5651,Tekken 5,2005,Fighting,Namco Bandai Games,Namco,T,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229
5652,Tekken 6,2009,Fighting,Namco Bandai Games,Namco Bandai Games,T,1.2,0.97,0.17,0.42,2.75,79,63,7.4,211
5653,Tekken 6,2009,Fighting,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",T,0.71,0.41,0.05,0.12,1.3,80,59,7.0,132
5654,Tekken 6,2009,Fighting,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",T,0.15,0.03,0.1,0.03,0.32,82,39,8.2,68
5655,Tekken Advance,2001,Fighting,Infogrames,Eighting/Raizing,T,0.32,0.12,0.0,0.01,0.45,82,14,8.2,13
5656,Tekken Tag Tournament,2000,Fighting,Namco Bandai Games,Namco,T,1.68,1.51,0.51,0.35,4.05,85,25,8.5,117
5657,Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,Namco Bandai Games,T,0.28,0.31,0.13,0.13,0.85,82,50,8.2,193
5658,Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,Namco Bandai Games,T,0.19,0.11,0.01,0.03,0.34,83,35,7.5,90
5659,Tenchu: Dark Secret,2006,Action,From Software,From Software,T,0.03,0.0,0.01,0.0,0.05,37,10,5.1,7
5660,Tenchu: Fatal Shadows,2004,Action,Sega,K2 LLC,M,0.09,0.07,0.0,0.02,0.19,58,33,8.0,24
5661,Tenchu: Return From Darkness,2004,Action,Activision,K2 LLC,M,0.16,0.05,0.0,0.01,0.21,70,55,7.0,6
