uniqueid,name,yearreleased,genre,publisher,developer,rating
3277,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,Electronic Arts,T
3278,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,Electronic Arts,T
3279,Medal of Honor: Frontline,2002,Shooter,Electronic Arts,EA LA,T
3280,Medal of Honor: Frontline,2002,Shooter,Electronic Arts,EA LA,T
3281,Medal of Honor: Frontline,2002,Shooter,Electronic Arts,Dreamworks Games,T
3282,Medal of Honor: Infiltrator,2003,Shooter,Electronic Arts,Netherock Ltd.,T
3283,Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA LA,T
3284,Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA LA,T
3285,Medal of Honor: Rising Sun,2003,Shooter,Electronic Arts,EA LA,T
3286,Medal of Honor: Underground,2000,Shooter,Electronic Arts,Dreamworks Interactive,T
3287,Medal of Honor: Underground,2002,Shooter,Zoo Digital Publishing,Rebellion,T
3288,Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,BudCat,T
3289,Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,Electronic Arts,T
3290,Medal of Honor: Warfighter,2012,Action,Electronic Arts,Danger Close,M
3291,Medal of Honor: Warfighter,2012,Action,Electronic Arts,Danger Close,M
3292,Medal of Honor: Warfighter,2012,Action,Electronic Arts,Danger Close,M
3293,Medal of Honor European Assault,2005,Shooter,Electronic Arts,EA LA,T
3294,Medal of Honor European Assault,2005,Shooter,Electronic Arts,EA LA,T
3295,Medal of Honor Heroes,2006,Shooter,Electronic Arts,Team Fusion,T
3296,Medal of Honor Heroes 2,2007,Shooter,Electronic Arts,EA LA,T
3297,Medal of Honor Heroes 2,2007,Shooter,Electronic Arts,EA Canada,T
3298,Medieval II: Total War,2006,Strategy,Sega,Creative Assembly,T
3299,Medieval Moves: Deadmund's Quest,2011,Action,Sony Computer Entertainment,Zindagi Games,E10+
3300,MediEvil: Resurrection,2005,Adventure,Sony Computer Entertainment,SCEE,T
3301,Mega Man Anniversary Collection,2004,Platform,Capcom,Atomic Planet Entertainment,E
3302,Mega Man Anniversary Collection,2004,Platform,Capcom,Atomic Planet Entertainment,E
3303,Mega Man Anniversary Collection,2005,Platform,Capcom,Atomic Planet Entertainment,E
3304,Mega Man Battle Chip Challenge,2003,Misc,Capcom,Capcom,E
3305,Mega Man Battle Network,2001,Role-Playing,Capcom,Capcom,E
3306,Mega Man Battle Network 2,2002,Action,Ubisoft,Capcom,E
3307,Mega Man Legacy Collection,2016,Platform,Capcom,Digital Eclipse,E
3308,Mega Man Legacy Collection,2016,Platform,Capcom,Digital Eclipse,E
3309,Mega Man Legends 2,2000,Adventure,Capcom,Capcom,E
3310,Mega Man Maverick Hunter X,2005,Platform,Capcom,Capcom,E10+
3311,Mega Man Network Transmission,2003,Platform,Capcom,Arika,E
3312,Mega Man Powered Up,2006,Platform,Capcom,Capcom,E
3313,Mega Man X: Command Mission,2004,Role-Playing,Capcom,"Valuewave Co.,Ltd.",E
3314,Mega Man X: Command Mission,2004,Role-Playing,Capcom,Capcom,E
3315,Mega Man X5,2000,Platform,Capcom,Capcom,E
3316,Mega Man X6,2001,Action,Capcom,Capcom,E
3317,Mega Man X7,2003,Action,Capcom,"Valuewave Co.,Ltd.",E
3318,Mega Man X8,2004,Platform,Capcom,"Valuewave Co.,Ltd.",E
3319,Mega Man X Collection,2006,Misc,Capcom,Capcom,E
3320,Mega Man Zero,2002,Platform,Capcom,Inti,E
3321,Mega Man Zero 2,2003,Platform,Capcom,Inti,E
3322,Mega Man Zero 3,2004,Platform,Capcom,Inti,E
3323,Mega Man Zero 4,2005,Platform,Capcom,Inti,E
3324,Mega Man Zero Collection,2010,Platform,Capcom,"Inti, Inti Creates",E
3325,Mega Man ZX,2006,Platform,Capcom,Inti Creates,E
3326,Mega Man ZX Advent,2007,Platform,Capcom,Inti Creates,E10+
3327,Megamind: Ultimate Showdown,2010,Action,THQ,THQ Australia,E10+
3328,Megamind: Ultimate Showdown,2010,Action,THQ,THQ Australia,E10+
3329,Men in Black II: Alien Escape,2002,Shooter,Infogrames,Melbourne House,T
3330,Men of Valor,2004,Shooter,Vivendi Games,2015,M
3331,Men of War,2009,Strategy,505 Games,Best Way,M
3332,Men of War: Assault Squad,2011,Strategy,1C Company,"THQ, 1C, 1C Company",T
3333,Men of War: Vietnam,2011,Strategy,Unknown,Best Way,T
3334,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Pandemic Studios,T
3335,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Pandemic Studios,T
3336,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,Artificial Mind and Movement,T
3337,Mercury Meltdown,2006,Action,Atari,Ignition Entertainment,E
3338,Mercury Meltdown Revolution,2007,Action,Ignition Entertainment,Ignition Entertainment,E
3339,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,Mass Media,T
3340,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,Swingin' Ape,T
3341,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,Swingin' Ape,T
3342,Metal Dungeon,2002,Role-Playing,Xicat Interactive,Panther Software,T
3343,Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,PlatinumGames,M
3344,Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,PlatinumGames,M
3345,Metal Gear Solid,1998,Action,Konami Digital Entertainment,KCEJ,M
3346,Metal Gear Solid: Digital Graphic Novel,2006,Misc,Konami Digital Entertainment,Kojima Productions,M
3347,Metal Gear Solid: Peace Walker,2010,Action,Konami Digital Entertainment,Kojima Productions,T
3348,Metal Gear Solid: Portable Ops,2006,Action,Konami Digital Entertainment,Kojima Productions,M
3349,Metal Gear Solid: Portable Ops Plus,2007,Action,Konami Digital Entertainment,Kojima Productions,T
3350,Metal Gear Solid: Snake Eater 3D,2012,Action,Konami Digital Entertainment,Kojima Productions,M
3351,Metal Gear Solid: The Legacy Collection,2013,Adventure,Konami Digital Entertainment,Konami,M
3352,Metal Gear Solid: The Twin Snakes,2004,Action,Konami Digital Entertainment,Silicon Knights,M
3353,Metal Gear Solid 2: Sons of Liberty,2001,Action,Konami Digital Entertainment,KCEJ,M
3354,Metal Gear Solid 2: Substance,2002,Action,Konami Digital Entertainment,KCEJ,M
3355,Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,KCEJ,M
3356,Metal Gear Solid 3: Subsistence,2005,Action,Konami Digital Entertainment,Aspect,M
3357,Metal Gear Solid 4: Guns of the Patriots,2008,Action,Konami Digital Entertainment,Kojima Productions,M
3358,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M
3359,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M
3360,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M
3361,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,Kojima Productions,M
3362,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M
3363,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M
3364,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,Kojima Productions,M
3365,Metal Saga,2005,Role-Playing,Success,Crea-Tech,T
3366,Metal Slug 3,2004,Shooter,Ignition Entertainment,SNK,T
3367,Metal Slug 7,2008,Shooter,Ignition Entertainment,SNK Playmore,T
3368,Metal Slug Advance,2004,Shooter,Ignition Entertainment,Noise Factory,T
3369,Metal Slug Anthology,2006,Shooter,Ignition Entertainment,Terminal Reality,T
3370,Metal Slug Anthology,2007,Shooter,Ignition Entertainment,Terminal Reality,T
3371,Metal Slug Anthology,2007,Shooter,Ignition Entertainment,Terminal Reality,T
3372,Metal Slug X,2001,Shooter,Virgin Interactive,ProSoft,T
3373,Metal Slug XX,2009,Shooter,DHM Interactive,SNK Playmore,T
3374,Meteos,2005,Puzzle,Nintendo,Q Entertainment,E
3375,Meteos: Disney Magic,2007,Puzzle,Disney Interactive Studios,Q Entertainment,E
3376,Metro: Last Light,2013,Action,Deep Silver,4A Games,
3377,Metro: Last Light,2013,Action,Deep Silver,4A Games,
3378,Metro: Last Light,2013,Action,Deep Silver,4A Games,M
3379,Metro 2033,2010,Shooter,THQ,4A Games,M
3380,Metro 2033,2010,Shooter,THQ,4A Games,M
3381,Metroid: Other M,2010,Action,Nintendo,Team Ninja,T
3382,Metroid: Zero Mission,2004,Adventure,Nintendo,Nintendo,E
3383,Metroid Fusion,2002,Action,Nintendo,Nintendo,E
3384,Metroid Prime,2002,Shooter,Nintendo,Retro Studios,T
3385,Metroid Prime: Federation Force,2016,Action,Nintendo,"Next Level Games, Nintendo",T
3386,Metroid Prime: Trilogy,2009,Shooter,Nintendo,Retro Studios,T
3387,Metroid Prime 2: Echoes,2004,Shooter,Nintendo,Retro Studios,T
3388,Metroid Prime 3: Corruption,2007,Shooter,Nintendo,Retro Studios,T
3389,Metroid Prime Hunters,2006,Shooter,Nintendo,Nintendo,T
3390,Metroid Prime Pinball,2005,Misc,Nintendo,Fuse Games Limited,E
3391,MetropolisMania,2001,Strategy,Natsume,Indi,T
3392,Miami Law,2009,Adventure,Konami Digital Entertainment,Hudson Entertainment,T
3393,Miami Nights: Singles in the City,2008,Simulation,Ubisoft,Gameloft,T
3394,Miami Vice: The Game,2006,Shooter,Activision,Rebellion,M
3395,Michael Jackson: The Experience,2010,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+
3396,Michael Jackson: The Experience,2010,Misc,Ubisoft,Ubisoft,E10+
3397,Michael Jackson: The Experience,2011,Misc,Ubisoft,Ubisoft Montreal,E10+
3398,Michael Jackson: The Experience,2011,Misc,Ubisoft,Ubisoft Montreal,E10+
3399,Michael Jackson: The Experience,2011,Misc,Ubisoft,Ubisoft,E10+
3400,Michael Phelps: Push the Limit,2011,Sports,505 Games,Blitz Games,E
3401,Micro Machines V4,2006,Racing,Codemasters,Supersonic Software,E
3402,Microsoft Flight Simulator 2004: A Century of Flight,2003,Simulation,Microsoft Game Studios,Microsoft Game Studios,E
3403,Microsoft Flight Simulator X,2006,Simulation,Microsoft Game Studios,Microsoft Game Studios,E
3404,Microsoft Train Simulator,2001,Simulation,Microsoft Game Studios,Kuju Entertainment,E
3405,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
3406,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
3407,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
3408,Midnight Club: LA Remix,2008,Racing,Take-Two Interactive,Rockstar London,T
3409,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,Rockstar San Diego,T
3410,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,Rockstar San Diego,T
3411,Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,Angel Studios,T
3412,Midnight Club: Street Racing,2001,Racing,Rebellion,Angel Studios,E
3413,Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,Rockstar Leeds,E10+
3414,Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,Rockstar San Diego,E10+
3415,Midnight Club 3: DUB Edition Remix,2006,Racing,Take-Two Interactive,Rockstar San Diego,E10+
3416,Midnight Club 3: DUB Edition Remix,2006,Racing,Take-Two Interactive,Rockstar San Diego,E10+
3417,Midnight Club II,2003,Racing,Take-Two Interactive,Rockstar San Diego,T
3418,Midnight Club II,2003,Racing,Take-Two Interactive,Rockstar San Diego,T
3419,Midtown Madness 3,2003,Racing,Microsoft Game Studios,Digital Illusions,E
3420,Midway Arcade Treasures,2003,Misc,Midway Games,Midway,T
3421,Midway Arcade Treasures: Extended Play,2005,Misc,Midway Games,Digital Eclipse,M
3422,Midway Arcade Treasures 2,2004,Misc,Midway Games,Backbone Entertainment,M
3423,Mighty No. 9,2016,Platform,Deep Silver,Inti Creates,E10+
3424,Mighty No. 9,2016,Platform,Deep Silver,Inti Creates,E10+
3425,Mighty No. 9,2016,Platform,Deep Silver,Inti Creates,E10+
3426,Mimana Iyar Chronicle,2009,Role-Playing,GungHo,GungHo,T
3427,MindJack,2011,Shooter,Square Enix,FeelPlus,M
3428,MindJack,2011,Shooter,Square Enix,FeelPlus,M
3429,Mind Zero,2013,Role-Playing,GungHo,Zerodiv,T
3430,Mini Ninjas,2009,Action,Eidos Interactive,Io Interactive,E10+
3431,Mini Ninjas,2009,Action,Eidos Interactive,Io Interactive,E10+
3432,Mini Ninjas,2009,Action,Eidos Interactive,Magic Pockets,E10+
3433,Mini Ninjas,2009,Action,Eidos Interactive,Io Interactive,E10+
3434,Mini Ninjas,2009,Action,Eidos Interactive,Io Interactive,E10+
3435,Minority Report: Everybody Runs,2002,Action,Activision,Treyarch,T
3436,Minority Report: Everybody Runs,2002,Action,Activision,Treyarch,T
3437,Mirror's Edge,2008,Platform,Electronic Arts,EA DICE,T
3438,Mirror's Edge,2008,Platform,Electronic Arts,EA DICE,T
3439,Mirror's Edge,2009,Platform,Electronic Arts,EA DICE,T
3440,Mirror's Edge Catalyst,2016,Platform,Electronic Arts,EA DICE,T
3441,Mirror's Edge Catalyst,2016,Platform,Electronic Arts,EA DICE,T
3442,Mirror's Edge Catalyst,2016,Platform,Electronic Arts,EA DICE,T
3443,Mission: Impossible - Operation Surma,2003,Platform,Atari,Paradigm Entertainment,T
3444,Mission: Impossible - Operation Surma,2003,Platform,Atari,Paradigm Entertainment,T
3445,Mister Mosquito,2001,Shooter,Eidos Interactive,Zoom,T
3446,MLB,2005,Sports,Sony Computer Entertainment,989 Sports,E
3447,MLB 06: The Show,2006,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3448,MLB 06: The Show,2006,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3449,MLB 07: The Show,2007,Sports,Sony Computer Entertainment,SCEA,E
3450,MLB 07: The Show,2007,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3451,MLB 07: The Show,2007,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3452,MLB 08: The Show,2008,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3453,MLB 08: The Show,2008,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3454,MLB 08: The Show,2008,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3455,MLB 09: The Show,2009,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3456,MLB 09: The Show,2009,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3457,MLB 09: The Show,2009,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3458,MLB 10: The Show,2010,Sports,Sony Computer Entertainment,SCEA,E
3459,MLB 10: The Show,2010,Sports,Sony Computer Entertainment,SCEA,E
3460,MLB 11: The Show,2011,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3461,MLB 11: The Show,2011,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3462,MLB 12: The Show,2012,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3463,MLB 12: The Show,2012,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3464,MLB 13: The Show,2013,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3465,MLB 13: The Show,2013,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3466,MLB 14: The Show,2014,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,E
3467,MLB 14: The Show,2014,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,E
3468,MLB 14: The Show,2014,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,E
3469,MLB 15: The Show,2015,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
3470,MLB 2002,2001,Sports,Sony Computer Entertainment,989 Sports,E
3471,MLB 2004,2003,Sports,Sony Computer Entertainment,989 Sports,E
3472,MLB 2005,2004,Sports,Sony Computer Entertainment,989 Sports,E
3473,MLB 2006,2005,Sports,Sony Computer Entertainment,989 Sports,E
3474,MLB Front Office Manager,2009,Sports,Take-Two Interactive,Blue Castle Games,E
3475,MLB Front Office Manager,2009,Sports,Take-Two Interactive,Blue Castle Games,E
3476,MLB Power Pros,2007,Sports,Konami Digital Entertainment,Konami,E
3477,MLB Power Pros,2007,Sports,Konami Digital Entertainment,Konami,E
3478,MLB Power Pros 2008,2008,Sports,Konami Digital Entertainment,Konami,E
3479,MLB Power Pros 2008,2008,Sports,Konami Digital Entertainment,Konami,E
3480,MLB SlugFest 20-03,2002,Sports,Midway Games,Gratuitous Games,E
3481,MLB SlugFest 20-03,2002,Sports,Midway Games,Gratuitous Games,E
3482,MLB SlugFest 20-04,2003,Sports,Midway Games,Midway,E
3483,MLB SlugFest 2006,2006,Sports,Midway Games,Blue Shift,E10+
3484,MLB SlugFest Loaded,2004,Sports,Midway Games,Point of View,T
3485,Mobile Suit Gundam: Crossfire,2006,Simulation,Namco Bandai Games,Bec,T
3486,Mobile Suit Gundam: Encounters in Space,2003,Simulation,Namco Bandai Games,Bandai,T
3487,Mobile Suit Gundam: Extreme VS Force,2015,Action,Namco Bandai Games,Bandai Namco Games,E10+
3488,Mobile Suit Gundam: Federation vs. Zeon,2001,Simulation,Atari,Capcom,T
3489,Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004,Shooter,Namco Bandai Games,Capcom,T
3490,Mobile Suit Gundam: Journey to Jaburo,2000,Simulation,Namco Bandai Games,Bandai,T
3491,Mobile Suit Gundam: Zeonic Front,2001,Simulation,Namco Bandai Games,Sunrise Interactive,T
3492,Mobile Suit Gundam Seed: Never Ending Tomorrow,2004,Shooter,Namco Bandai Games,Bec,T
3493,ModNation Racers,2010,Racing,Sony Computer Entertainment,United Front Games,E
3494,ModNation Racers,2010,Racing,Sony Computer Entertainment,SCEA San Diego Studios,E
3495,Modnation Racers: Road Trip,2012,Racing,Sony Computer Entertainment,SCEA,E
3496,Monopoly,2008,Misc,Electronic Arts,Electronic Arts,E
3497,Monopoly,2008,Misc,Electronic Arts,EA Bright Light,E
3498,Monopoly,2008,Misc,Electronic Arts,Electronic Arts,E
3499,Monopoly Streets,2010,Misc,Electronic Arts,Electronic Arts,E
3500,Monopoly Streets,2010,Misc,Electronic Arts,Electronic Arts,E
3501,Monopoly Streets,2010,Misc,Electronic Arts,Electronic Arts,E
3502,Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,Ubisoft,E
3503,Monster 4X4: World Circuit,2006,Racing,Ubisoft,Ubisoft,E
3504,Monster House,2006,Adventure,THQ,Artificial Mind and Movement,E
3505,Monster Hunter,2004,Role-Playing,Capcom,Capcom,T
3506,Monster Hunter 4 Ultimate,2014,Role-Playing,Nintendo,Capcom,T
3507,Monster Hunter Freedom,2005,Role-Playing,Capcom,Capcom,T
3508,Monster Hunter Freedom 2,2007,Role-Playing,Capcom,Capcom,T
3509,Monster Hunter Freedom Unite,2008,Role-Playing,Capcom,Capcom,T
3510,Monster Hunter Tri,2009,Role-Playing,Nintendo,Capcom,T
3511,Monster Jam,2007,Racing,Activision,Torus Games,E
3512,Monster Jam: Maximum Destruction,2002,Racing,Ubisoft,Ubisoft,T
3513,Monster Kingdom: Jewel Summoner,2006,Role-Playing,Sony Computer Entertainment,Gaia (Sony),T
3514,Monster Lab,2008,Role-Playing,Eidos Interactive,Backbone Entertainment,E10+
3515,Monster Madness: Battle for Suburbia,2007,Shooter,SouthPeak Games,"Artificial Studios, Immersion Software & Graphics",T
3516,Monster Racers,2009,Racing,Tecmo Koei,Koei,E
3517,Monster Rancher,1997,Simulation,Tecmo Koei,Tecmo,
3518,Monster Rancher 3,2001,Simulation,Tecmo Koei,Tecmo,E
3519,Monster Rancher 4,2003,Simulation,Tecmo Koei,Tecmo,E
3520,Monster Rancher Advance 2,2002,Simulation,Tecmo Koei,"Tecmo, Graphic Research",E
3521,Monster Rancher EVO,2005,Role-Playing,Tecmo Koei,Tecmo,E10+
3522,"Monsters, Inc.",2002,Adventure,Sony Computer Entertainment,Artificial Mind and Movement,E
3523,"Monsters, Inc. Scream Arena",2002,Platform,THQ,Radical Entertainment,E
3524,"Monsters, Inc. Scream Team",2001,Platform,Sony Computer Entertainment,Artificial Mind and Movement,E
3525,Monsters vs. Aliens,2009,Action,Activision,Beenox,E10+
3526,Monsters vs. Aliens,2009,Action,Activision,Beenox,E10+
3527,Monsters vs. Aliens,2009,Action,Activision,Beenox,E10+
3528,Monster Tale,2011,Platform,Majesco Entertainment,DreamRift,E
3529,Moon,2009,Adventure,Mastiff,Renegade Kid,T
3530,MorphX,2010,Shooter,505 Games,"Buka Entertainment, Targem Games",M
3531,Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
3532,Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
3533,Mortal Kombat,2012,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
3534,Mortal Kombat: Armageddon,2006,Fighting,Midway Games,Midway,M
3535,Mortal Kombat: Armageddon,2007,Fighting,Midway Games,JGI Entertainment,M
3536,Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,Midway,M
3537,Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,Midway,M
3538,Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,Midway,M
3539,Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,Criterion Games,M
3540,Mortal Kombat: Deception,2004,Fighting,Midway Games,Midway,M
3541,Mortal Kombat: Deception,2004,Fighting,Midway Games,Midway,M
3542,Mortal Kombat: Deception,2005,Fighting,Midway Games,Midway,M
3543,Mortal Kombat: Shaolin Monks,2005,Action,Midway Games,Midway Studios - Los Angeles,M
3544,Mortal Kombat: Shaolin Monks,2005,Action,Midway Games,Midway Studios - Los Angeles,M
3545,Mortal Kombat: Special Forces,2000,Fighting,Midway Games,Midway,M
3546,Mortal Kombat: Tournament Edition,2003,Fighting,Midway Games,Criterion Games,M
